番号,俳句,季語,季節
3604,俳諧の奈良茶茶の湯の柚味噌哉,柚味噌,冬
3605,我庵や柚味噌賣る店遠からず,柚味噌,冬
3606,藥堀に出てしか翁返り來す,薬掘る,冬
3607,藥堀に出てしか終に返り來す,薬掘る,冬
3608,椋の木に囮掛たり家の北,囮,春
3609,狩茸に山の名も添ふ籠のなか,茸狩,秋
3610,茸狩や友呼ぶこゑも秋の風,茸狩,秋
3611,茸狩や心細くも山のおく,茸狩,秋
3612,我聲の風になりけり茸狩,茸狩,秋
3613,茸狩女と知れし木玉哉,茸狩,秋
3614,茸狩や鳥啼て女淋しがる,茸狩,秋
3615,茸狩山淺くいくちばかりなり,茸狩,秋
3616,茸狩の池ある山にふみ込みぬ,茸狩,秋
3617,茸取つて大聲あぐる女かな,茸狩,秋
3618,茸狩に夕日さしけり森のひま,茸狩,秋
3619,茸狩のしやしやぶは兒のみやげ哉,茸狩,秋
3620,茸狩の靈芝取りてぞ歸りける,茸狩,秋
3621,茸狩やひとり離れて鳥の聲,茸狩,秋
3622,一むれは女ばかりの茸狩,茸狩,秋
3623,熊手持つ女案内す菌狩,茸狩,秋
3624,五六本竝ぶしめぢや氣のあせり,茸狩,秋
3625,茸狩の歸らんとする女かな,茸狩,秋
3626,茸狩や熊手持つ女案内にて,茸狩,秋
3627,紅茸の捨るに惜き籠の中,茸狩,秋
3628,汽車を下りる茸狩衆や稲荷山,茸狩,秋
3629,茱萸折て山を出づるや茸狩,茸狩,秋
3630,早稲刈て暇を得たり菌狩,茸狩,秋
3631,蕈狩や淺き山々女連,茸狩,秋
3632,水落ちて石痩せにけり崩れ梁,崩れ簗,秋
3633,雨ほろほろ小橋落ち簗崩れたり,崩れ簗,秋
3634,崩れ簗杭一本殘りけり,崩れ簗,秋
3635,浮樽や小嶋ものせて鰯引,鰯引く,冬
3636,鰯ひく數に加はるわらは哉,鰯引く,冬
3637,浮樽や小鳥ものせて鰯引,鰯引く,冬
3638,海原をちゞめよせたり鰯曳,鰯引く,冬
3639,網あけて鰯ちらばる濱邊哉,鰯引く,冬
3640,七浦の夕雲赤し鰯引,鰯引く,冬
3641,にぎやかに鰯引く也九十九里,鰯引く,冬
3642,警報を傳ふる村や鰯引,鰯引く,冬
3643,轉地する安房の濱地や鰯引,鰯引く,冬
3644,鈴蟲の中によるうつ砧かな,砧,秋
3645,月落ちて灯のあるかたや小夜砧,砧,秋
3646,菅笠にともしをかこふ砧の音,砧,秋
3647,哀れしれと門もとさゝぬ砧かな,砧,秋
3648,一村は家皆うごく砧哉,砧,秋
3649,砧うつ隣に寒きたひね哉,砧,秋
3650,乳のまぬ子は寐入けりさよきぬた,砧,秋
3651,二軒家は二軒とも打つ砧哉,砧,秋
3652,一つ家に泣聲まじる砧哉,砧,秋
3653,よくきけば我家にもうつ砧かな,砧,秋
3654,餘りうたば砧にくえんふじの雪,砧,秋
3655,かるく打つ砧の中のわらひ哉,砧,秋
3656,此頃は旅らしうなる砧かな,砧,秋
3657,二軒家ハ二軒家ともうつ砧哉,砧,秋
3658,一村は女や多き小夜碪,砧,秋
3659,牛馴れて梦驚かぬ砧哉,砧,秋
3660,大江戸や砧を聞かぬ人の数,砧,秋
3661,風吹いて鹿風やんで砧かな,砧,秋
3662,淋しさは裸男の砧かな,砧,秋
3663,三千の遊女に砧うたせばや,砧,秋
3664,寐た牛の鼻先にうつ砧哉,砧,秋
3665,年々に藏の傾く砧哉,砧,秋
3666,ふんどしになる白布を砧哉,砧,秋
3667,星ちるや多摩の里人砧打つ,砧,秋
3668,狼や梺にひくき小夜砧,砧,秋
3669,砧打てばほろほろと星のこぼれける,砧,秋
3670,船かけて明石の砧聞く夜かな,砧,秋
3671,市中や砧打ち絶えて何の聲,砧,秋
3672,市中や砧打ち絶えて夜の聲,砧,秋
3673,砧うつ五條あたりの伏家哉,砧,秋
3674,玉川や夜毎の月に砧打つ,砧,秋
3675,人遅し砧打たうよ更かさうよ,砧,秋
3676,舟に寐よ大津の砧三井の鐘,砧,秋
3677,夕月や砧聞ゆる城の内,砧,秋
3678,よめ入りて餘所の砧ぞ打ちにくき,砧,秋
3679,嵐吹く芒の中や砧打つ,砧,秋
3680,打ちやみつ打ちつ砧に恨あり,砧,秋
3681,遠方の子を思ひ思ひ衣打つ,砧,秋
3682,大家の内庭に打つ砧かな,砧,秋
3683,思ふこと砧に更けて人の影,砧,秋
3684,砧うつうつ月天心に上りけり,砧,秋
3685,狭莚に砧打ちけり庭の月,砧,秋
3686,五年目に歸れば妹が砧かな,砧,秋
3687,小博奕にまけて戻れば砧かな,砧,秋
3688,里の月砧打つべく夜はなりぬ,砧,秋
3689,里の月衣うつべく夜はなりぬ,砧,秋
3690,忍ぶれど砧の音にいでにけり,砧,秋
3691,説教に行かでやもめの砧かな,砧,秋
3692,出しぬけに砧打ち出す隣哉,砧,秋
3693,露ほろりほろり砧の拍子かな,砧,秋
3694,郎いまだ歸らずと打つ砧かな,砧,秋
3695,二處長者の内の砧かな,砧,秋
3696,嫁入の翌を思ひつゝ砧うつ,砧,秋
3697,鎌倉に砧うつ家もなかりけり,砧,秋
3698,貧交は秋の扇を參らせん,秋扇,秋
3699,忘れ物扇一本と停車場,忘れ扇,秋
3700,忘れたる扇返さん君がもと,忘れ扇,秋
3701,破れ扇小町かはてを見付たり,捨扇,秋
3702,破れ扇これも小町かなれのはて,捨扇,秋
3703,扇捨てゝ手を置く膝のものうさよ,捨扇,秋
3704,外にありや扇の骨の紋處,捨扇,秋
3705,二三本扇捨てあり塾の庭,捨扇,秋
3706,古扇物書き散らし捨てにけり,捨扇,秋
3707,議論とて秋の團扇を手の力,秋団扇,秋
3708,蚊を拂ふ團扇の風も秋の風,秋団扇,秋
3709,つくつくと秋の團扇をながめけり,秋団扇,秋
3710,絹團扇ソレサヘ秋トナリニケリ,秋団扇,秋
3711,捨團扇鳳と化しけり樽天王,捨団扇,秋
3712,捨團扇鳳となる夜の樽天皇,捨団扇,秋
3713,投げやればすねて落たる團哉,捨団扇,秋
3714,捨團扇遊女の顔のあはれなり,捨団扇,秋
3715,捨團扇肴の骨にまじりけり,捨団扇,秋
3716,捨てられて厠に落ちし團扇哉,捨団扇,秋
3717,捨てられて厠に古りし團扇哉,捨団扇,秋
3718,白頭の吟を書きけり捨團扇,捨団扇,秋
3719,我膝に一葉落ちたる團扇哉,捨団扇,秋
3720,掃溜に捨てずもかなの團扇哉,捨団扇,秋
3721,捨團扇捨てぬ團扇をしまひけり,捨団扇,秋
3722,捨て惜み古き團扇を收めけり,捨団扇,秋
3723,はき溜に三日の雨や捨團扇,捨団扇,秋
3724,裏店や貧乏見ゆる秋のとばり,秋の蚊帳,秋
3725,日三竿あるじが寐たる秋の蚊帳,秋の蚊帳,秋
3726,病人の息たえたえに秋の蚊帳,秋の蚊帳,秋
3727,筆モ墨モ溲瓶モ内ニ秋ノ蚊帳,秋の蚊帳,秋
3728,ふたぬいて月のかけくむ新酒哉,新酒,冬
3729,新酒かけて見ばや祇王の墓の上,新酒,冬
3730,船頭の風に吹かるゝ新酒哉,新酒,冬
3731,竹立てゝ新酒の風の匂ひかな,新酒,冬
3732,横波にゆさぶる船の新酒哉,新酒,冬
3733,新酒賣る家は小菊の莟かな,新酒,冬
3734,日の旗の杉葉に竝ぶ新酒哉,新酒,冬
3735,思ふこと新酒に醉ふてしまひけり,新酒,冬
3736,狐啼いて新酒の醉のさめにけり,新酒,冬
3737,君今來ん新酒の燗のわき上る,新酒,冬
3738,竹の風新酒の醉はさめにけり,新酒,冬
3739,竹の風新酒の醉を吹きにけり,新酒,冬
3740,二三匹馬繋ぎたる新酒かな,新酒,冬
3741,惡僧の評議をこらす新酒かな,新酒,冬
3742,うき人の新酒勸めついなみあへず,新酒,冬
3743,菊も咲きぬ新酒盗みに來ませ君,新酒,冬
3744,葬禮の崩れや新酒のむ月夜,新酒,冬
3745,更に一杯の新酒を盡せ路遠し,新酒,冬
3746,新酒あり馬鹿貝を得つ野の小店,新酒,冬
3747,新酒酌むは中山寺の僧どもか,新酒,冬
3748,新酒三盃天高く風髪を吹く,新酒,冬
3749,竹立てゝ門に新酒と記しけり,新酒,冬
3750,たまさかの君に新酒を參らせん,新酒,冬
3751,月高し新酒賣る家は猶一里,新酒,冬
3752,世のうさや新酒飲み習ふきのふけふ,新酒,冬
3753,居酒屋に新酒の友を得たりけり,新酒,冬
3754,我病で新酒の債をはたらるゝ,新酒,冬
3755,駕かきのすき腹に飲む新酒哉,新酒,冬
3756,駕に揺る新酒の醉や眠くなる,新酒,冬
3757,磊落は新酒を偸む事にあらず,新酒,冬
3758,馬叱る新酒の醉や頬冠,新酒,冬
3759,新酒や鳴雪翁の三オンス,新酒,冬
3760,新酒賣る亭主が虎の話哉,新酒,冬
3761,新酒賣る亭主の髯や水滸傳,新酒,冬
3762,小便して新酒の醉の醒め易き,新酒,冬
3763,馬鹿貝の名をなつかしみ新酒哉,新酒,冬
3764,嚊殿に盃さすや菊の酒,菊の酒,秋
3765,喝士殿に盃さすや菊の酒,菊の酒,秋
3766,升のみの酒の雫や菊の花,菊の酒,秋
3767,たまはるや大盃の菊の酒,菊の酒,秋
3768,雨の菊酒酌む門の馬もなし,菊の酒,秋
3769,記者會す天長節の菊の酒,菊の酒,秋
3770,お菊見や酒をたまはる供の者,菊の酒,秋
3771,屈原のはじめた名なり濁酒,濁酒,冬
3772,白菊の花でこさばや濁り酒,濁酒,冬
3773,此瓶に蓮や生ん濁り酒,濁酒,冬
3774,三日月のうつらで寒し濁酒,濁酒,冬
3775,濁り酒木蘭いくさより歸る,濁酒,冬
3776,鹿笛を覺えて鹿を鳴かせばや,鹿笛,秋
3777,鹿ふえの谷を隔つる月夜哉,鹿笛,秋
3778,猿は啼かで鹿笛の夜こそ淋しけれ,鹿笛,秋
3779,鹿笛や聞耳立つる月の鹿,鹿笛,秋
3780,鹿聞きに來て鹿笛を聞く夜哉,鹿笛,秋
3781,鹿鳴て又鹿笛を吹出しぬ,鹿笛,秋
3782,鹿笛に答へて鹿の遠音哉,鹿笛,秋
3783,鹿笛の吹やんで人あらはるゝ,鹿笛,秋
3784,鹿笛のやみけりやがて銃の音,鹿笛,秋
3785,鹿笛や岩にふり向く月の鹿,鹿笛,秋
3786,鹿笛や鹿あらはるゝ山の鼻,鹿笛,秋
3787,鹿笛や鹿走り行く葛の風,鹿笛,秋
3788,月いでゝ猶鹿笛の吹つのる,鹿笛,秋
3789,鹿笛や解珍解寶立ち別れ,鹿笛,秋
3790,山もとや鳩吹く聲消えて行,鳩吹く,春
3791,藪陰や鳩吹く人のあらはるゝ,鳩吹く,春
3792,鳩吹の貧しき里を通りけり,鳩吹く,春
3793,五十年鳩吹く老の子も持たず,鳩吹く,春
3794,子を連れて鳩吹過る小村哉,鳩吹く,春
3795,鳩飛んで鳩吹聲はやみにけり,鳩吹く,春
3796,鳩の飛ぶ方に鳩吹く聲遠し,鳩吹く,春
3797,鳩吹きつゝ信太の森に這入けり,鳩吹く,春
3798,鳩吹の過ぎ行里や八ッ下り,鳩吹く,春
3799,鳩吹のたくみも老いてしまひけり,鳩吹く,春
3800,鳩吹のだまつて通る嵐哉,鳩吹く,春
3801,鳩吹の一人に落つる夕日哉,鳩吹く,春
3802,鳩吹や寺領の畑の柿林,鳩吹く,春
3803,鳩吹をいさむる妻もなかりけり,鳩吹く,春
3804,鳩吹を叱る法師もなかりけり,鳩吹く,春
3805,鳩吹くや狐の宮のうしろ側,鳩吹く,春
3806,町を出てやがて鳩吹く聲す也,鳩吹く,春
3807,くらがりの天地にひゞく花火哉,花火,夏
3808,人の身は咲てすく散る花火哉,花火,夏
3809,星はおち月はくたくる花火哉,花火,夏
3810,星はきへ月はくたくる花火哉,花火,夏
3811,花火ちる四階五階のともし哉,花火,夏
3812,花火やむあとは露けき夜也けり,花火,夏
3813,梟や花火のあとの薄曇り,花火,夏
3814,ふじ見えて物うき晝の花火哉,花火,夏
3815,風吹てかたよる空の花火哉,花火,夏
3816,木の末に遠くの花火開きけり,花火,夏
3817,舟に寐て我にふりかゝる花火哉,花火,夏
3818,音もなし松の梢の遠花火,花火,夏
3819,城山の北にとゞろく花火かな,花火,夏
3820,人かへる花火のあとの暗さ哉,花火,夏
3821,晝見れば小旗立てたり花火舟,花火,夏
3822,道見えて闇上り行く花火哉,花火,夏
3823,夕花火虹の浮橋碎きけり,花火,夏
3824,月白や花火のあとの角田川,花火,夏
3825,晝の花火烟となつてしまひけり,花火,夏
3826,夕曇遠くの花火音もなし,花火,夏
3827,兩國の花火聞ゆる月夜かな,花火,夏
3828,兩國の花火見て居る上野哉,花火,夏
3829,枝川や花火にいそぐ館船,花火,夏
3830,落つかぬ晝の花火や人心,花火,夏
3831,風を圍ふ線香花火の端居哉,花火,夏
3832,淋しさや花火のあとを星の飛ぶ,花火,夏
3833,空高み嵐して花火消やすき,花火,夏
3834,恙なく玉になりしよ釣花火,花火,夏
3835,二三人花火線香に端居哉,花火,夏
3836,西風に火の流れたる花火哉,花火,夏
3837,花火して頭うごめく橋の上,花火,夏
3838,萬人の聲に散り落つ花火哉,花火,夏
3839,萬人の聲に散り來る花火哉,花火,夏
3840,物干や薄べり敷て花火見る,花火,夏
3841,夕飯や花火聞ゆる川開,花火,夏
3842,警察の舟も漕ぎ行く花火哉,花火,夏
3843,警察の舟も繋ぐや花火舟,花火,夏
3844,花火あげて開く間を心落付ず,花火,夏
3845,夕榮や晝の花火の打終り,花火,夏
3846,暮を待つ兄弟の子や釣花火,花火,夏
3847,後しざりしながら戻る月見哉,月見,秋
3848,あの枝をこの木をきれと月見哉,月見,秋
3849,網引の網引きながら月見哉,月見,秋
3850,犬つれて松原ありく月見哉,月見,秋
3851,芋を買ふ力もなくて月見哉,月見,秋
3852,いろいろの灯ともす舟の月見哉,月見,秋
3853,椽端や月に向いたる客あるじ,月見,秋
3854,大磯の町出はなれし月見哉,月見,秋
3855,厮から居待の月をながめけり,月見,秋
3856,北窓に眼やすめる月見哉,月見,秋
3857,雲のすきばかり見つむるこよひ哉,月見,秋
3858,新暦の十月五日月見哉,月見,秋
3859,沙濱に足くたびれる月見哉,月見,秋
3860,沙濱に人のあとふむ月見哉,月見,秋
3861,大名のかたゐに劣る月見哉,月見,秋
3862,月と酒敵も味方もなかりけり,月見,秋
3863,月見るや上野は江戸の比叡山,月見,秋
3864,月見んとふじに近よる一日つゝ,月見,秋
3865,にくらしや月見戻りの蛇の目傘,月見,秋
3866,庭へ出てごみ拾ひ行月見哉,月見,秋
3867,盗人の笠きて出たる月見哉,月見,秋
3868,寢ころんで椽に首出す月見哉,月見,秋
3869,花よめは男を隈の月見哉,月見,秋
3870,孕句に雲のかゝりし月見哉,月見,秋
3871,人もなし我ものにして月見哉,月見,秋
3872,干網に足をとらるゝ月見哉,月見,秋
3873,星數へ數へ月見の戻り哉,月見,秋
3874,松苗に行末ちぎる月見哉,月見,秋
3875,松原を出つ入りつして月見哉,月見,秋
3876,村人の市へ出でたる月見哉,月見,秋
3877,羊羹に隈ある下戸の月見哉,月見,秋
3878,我庵は人にあつけて月見哉,月見,秋
3879,色々と名をつけて秋の月見哉,月見,秋
3880,朱兀げて辨天堂の月見哉,月見,秋
3881,立琴に瀧こしらへて月見哉,月見,秋
3882,樋の口に鼠顔出す月見哉,月見,秋
3883,橋二つ三つ漕ぎ出でゝ月見哉,月見,秋
3884,ひつそりと三千坊の月見哉,月見,秋
3885,灯の渡る橋の長さや闇こよひ,月見,秋
3886,窓の向き厠を月見處かな,月見,秋
3887,月酒に醉ふ我はた月に醉ふて舞ふ,月見,秋
3888,あす知らぬ身を韓國の月見哉,月見,秋
3889,いろいろに坐り直す舟の月見哉,月見,秋
3890,馬追ふて芋畑歸る月見哉,月見,秋
3891,雲一つこよひの空の大事なり,月見,秋
3892,隨身の走りついたる月見哉,月見,秋
3893,大名のひとり月見る夜中哉,月見,秋
3894,月見るやきのふの花に出家して,月見,秋
3895,萬人の額あつむる月見哉,月見,秋
3896,あるが中に詩人痩せたり月の宴,月見,秋
3897,思ひ出の月見も過きて分れけり,月見,秋
3898,侍の朱鞘に出立つ月見哉,月見,秋
3899,彳むや月見て居れば水の音,月見,秋
3900,月見るや寺の二階の瓦頭口,月見,秋
3901,月見るや流さるゝ身の舟の中,月見,秋
3902,兎角して九年の月見友もなし,月見,秋
3903,方丈や月見の客の五六人,月見,秋
3904,兀山にさはるものなき月見哉,月見,秋
3905,兀山にものもさはらぬ月見哉,月見,秋
3906,舟に橋に物干に皆月見哉,月見,秋
3907,豆のあと畔道ありく月見哉,月見,秋
3908,めづらしや始めて見たる月の不二,月見,秋
3909,物干に大阪人の月見哉,月見,秋
3910,行燈の火を細くして月見哉,月見,秋
3911,高樓や月に酒酌み詩を吟ず,月見,秋
3912,崖上に月見る聲や五六人,月見,秋
3913,場末なり月見る空の邪魔もなし,月見,秋
3914,雨晴れて旅僧おこす月見哉,月見,秋
3915,重箱の芋ころげ落つ月見哉,月見,秋
3916,朝雲り觀月會の用意哉,月見,秋
3917,ある僧の月も待たずに歸りけり,月見,秋
3918,酒載せてたゝよふ舟の月見哉,月見,秋
3919,精進に月見る人の誠かな,月見,秋
3920,月曇る觀月會の終り哉,月見,秋
3921,盆に分けて栗は少し芋と豆,月見,秋
3922,稍醉ひし月の酒宴や握飯,月見,秋
3923,お寺より月見の芋をもらひけり,月見,秋
3924,小淋しき月見の宴や雨曇,月見,秋
