ID,Haiku,Tokens,IDs
1939,芍薬の花にふれたるかたさかな,"['芍薬/シャクヤク/芍薬/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞', 'に/ニ/に/助詞', 'ふれる/フレル/ふれる/動詞', 'たり/タリ/たり/助動詞', '固い/カタイ/かたい/形容詞', 'さ/サ/さ/接尾辞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[1620, 18, 47, 21, 632, 33, 4242, 403, 27, 28]"
1940,芍薬にはねたる泥のかはきゐる,"['芍薬/シャクヤク/芍薬/名詞', 'に/ニ/に/助詞', 'はねる/ハネル/はねる/動詞', 'たり/タリ/たり/助動詞', '泥/ドロ/泥/名詞', 'の/ノ/の/助詞', 'か/カ/か/助詞', 'は/ワ/は/助詞', '来る/クル/くる/動詞', '居る/イル/ゐる/動詞']","[1620, 21, 4353, 33, 2018, 18, 27, 43, 2059, 441]"
1941,芍薬を嗅げば女体となりゐたり,"['芍薬/シャクヤク/芍薬/名詞', 'を/ヲ/を/助詞', '嗅ぐ/カグ/嗅ぐ/動詞', 'ば/バ/ば/助詞', '女体/ニョタイ/女体/名詞', 'と/ト/と/助詞', '成る/ナル/なる/動詞', '居る/イル/ゐる/動詞', 'たり/タリ/たり/助詞']","[1620, 31, 3776, 4, 4740, 67, 587, 441, 89]"
1942,芍薬や伊賀の古壺漏るまゝに,"['芍薬/シャクヤク/芍薬/名詞', 'や/ヤ/や/助詞', '伊賀/イガ/伊賀/名詞', 'の/ノ/の/助詞', '古/フル/古/接頭辞', '壺/ツボ/壺/名詞', '漏る/モル/漏る/動詞', '侭/ママ/まま/名詞', 'に/ニ/に/助詞']","[1620, 19, 4741, 18, 1084, 2528, 4742, 374, 21]"
1943,黄なる花都草とは思へども,"['黄/キ/黄/名詞', 'なり/ナリ/なり/助動詞', '花/ハナ/花/名詞', '都草/ミヤコグサ/都草/名詞', 'と/ト/と/助詞', 'は/ワ/は/助詞', '思う/オモウ/思ふ/動詞', 'ど/ド/ど/助詞', 'も/モ/も/助詞']","[437, 136, 47, 4743, 67, 43, 889, 123, 11]"
1944,みやこぐさの名もこころよくねころびぬ,"['都草/ミヤコグサ/みやこぐさ/名詞', 'の/ノ/の/助詞', '名/ナ/名/名詞', 'も/モ/も/助詞', '快い/ココロヨイ/こころよい/形容詞', '寝る/ネル/ねる/動詞', '転ぶ/コロブ/ころぶ/動詞', 'ず/ズ/ぬ/助動詞']","[4744, 18, 2132, 11, 4745, 4746, 4747, 70]"
1945,その上の遠流の島の都草,"['其の/ソノ/その/連体詞', '上/ウエ/上/名詞', 'の/ノ/の/助詞', '遠流/オンル/遠流/名詞', 'の/ノ/の/助詞', '島/シマ/島/名詞', 'の/ノ/の/助詞', '都草/ミヤコグサ/都草/名詞']","[926, 76, 18, 4748, 18, 2363, 18, 4743]"
1946,たんぽぽもまだ咲てありをどりこ草,"['蒲公英/ホコーエー/たんぽぽ/名詞', 'も/モ/も/助詞', '未だ/イマダ/まだ/副詞', '咲き/サキ/咲/名詞', 'って/ッテ/て/助詞', '有り/アリ/あり/名詞', 'を/ヲ/を/助詞', '取る/トル/どる/動詞', 'っこい/ッコイ/こい/接尾辞', '草/クサ/草/接尾辞']","[2269, 11, 2332, 662, 275, 430, 31, 1520, 4749, 879]"
1947,踊子草咲きむらがれる坊の庭,"['踊子草/オドリコソー/踊子草/名詞', '咲き/サキ/咲き/名詞', '群がる/ムラガル/むらがる/動詞', 'り/リ/り/助動詞', '坊/ボー/坊/名詞', 'の/ノ/の/助詞', '庭/ニワ/庭/名詞']","[4750, 822, 4751, 41, 4671, 18, 1072]"
1948,踊子草みな爪立てるかぜのなか,"['踊子草/オドリコソー/踊子草/名詞', '皆/ミナ/みな/名詞', '爪立てる/ツマダテル/爪立てる/動詞', 'かぜ/カゼ/かぜ/名詞', 'の/ノ/の/助詞', '中/ナカ/なか/名詞']","[4750, 818, 4752, 4753, 18, 3812]"
1949,ありそめし文字摺草や温泉の道,"['荒磯/アライソ/ありそ/名詞', '召す/メス/めす/動詞', '文字/モジ/文字/名詞', '刷り/スリ/摺/名詞', '草/クサ/草/名詞', 'や/ヤ/や/助詞', '温泉/オンセン/温泉/名詞', 'の/ノ/の/助詞', '道/ミチ/道/名詞']","[4754, 2311, 3706, 4755, 48, 19, 3707, 18, 1576]"
1950,捩花のまことねぢれてゐたるかな,"['捩じ花/ネジバナ/捩花/名詞', 'の/ノ/の/助詞', '真/シン/まこと/名詞', 'ね/ネ/ね/助詞', '痔/ジ/ぢ/名詞', 'れる/レル/れる/助動詞', 'て/テ/て/助詞', '居る/イル/ゐる/動詞', 'たり/タリ/たり/助動詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[4756, 18, 4757, 254, 2544, 222, 39, 441, 33, 27, 28]"
1951,茎のびて文字摺草となりにけり,"['茎/クキ/茎/名詞', 'のびる/ノビル/のびる/動詞', 'て/テ/て/助詞', '文字/モジ/文字/名詞', '刷り/スリ/摺/名詞', '草/クサ/草/名詞', 'と/ト/と/助詞', '成る/ナル/なる/動詞', 'ぬ/ヌ/ぬ/助動詞', 'けり/ケリ/けり/助動詞']","[666, 4758, 39, 3706, 4755, 48, 67, 587, 1248, 301]"
1952,羊蹄に雨至らざる埃かな,"['羊蹄/ギシギシ/羊蹄/名詞', 'に/ニ/に/助詞', '雨/アメ/雨/名詞', '至る/イタル/至る/動詞', 'ず/ズ/ず/助動詞', '埃/ホコリ/埃/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[4759, 21, 103, 4760, 3, 34, 27, 28]"
1953,ぎし／＼や弁慶蟹の栖処,"['岸/キシ/ぎし/名詞', '//／///補助記号', '\\/￥/\\/補助記号', 'や/ヤ/や/助詞', '弁慶蟹/ベンケーカニ/弁慶蟹/名詞', 'の/ノ/の/助詞', '栖/スミカ/栖/名詞', '処/ショ/処/名詞']","[4761, 118, 119, 19, 4762, 18, 4763, 4764]"
1954,羊蹄花や仮橋長き干拓地,"['羊蹄/ギシギシ/羊蹄/名詞', '花/ハナ/花/名詞', 'や/ヤ/や/助詞', '仮橋/カリハシ/仮橋/名詞', '長い/ナガイ/長し/形容詞', '干拓/カンタク/干拓/名詞', '地/チ/地/名詞']","[4759, 47, 19, 4765, 1885, 4766, 997]"
1955,雨だれにこちたくゆるゝ擬宝珠かな,"['雨垂れ/アマダレ/雨だれ/名詞', 'に/ニ/に/助詞', 'こち/コチ/こち/副詞', 'た/タ/た/助動詞', '燻る/イブル/くゆる/動詞', 'り/リ/り/助動詞', '擬宝珠/ギボーシュ/擬宝珠/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[2119, 21, 1770, 188, 4767, 41, 2043, 27, 28]"
1956,絶壁に擬宝珠咲きむれ岩襖,"['絶壁/ゼッペキ/絶壁/名詞', 'に/ニ/に/助詞', '擬宝珠/ギボーシュ/擬宝珠/名詞', '咲き/サキ/咲き/名詞', '群れ/ムレ/むれ/名詞', '岩襖/イワブスマ/岩襖/名詞']","[3236, 21, 2043, 822, 519, 4768]"
1957,馬返はるかに朝の擬宝珠咲く,"['馬返/ウマカエシ/馬返/名詞', 'はるか/ハルカ/はるか/名詞', 'に/ニ/に/助詞', '朝/アサ/朝/名詞', 'の/ノ/の/助詞', '擬宝珠/ギボーシュ/擬宝珠/名詞', '咲く/サク/咲く/動詞']","[4769, 4770, 21, 852, 18, 2043, 368]"
1958,かはいらし現の証據の花とかや,"['か/カ/か/助詞', 'は/ワ/は/助詞', 'いらっしゃる/イラッシャル/いらしゃる/動詞', '現/ゲン/現/接尾辞', 'の/ノ/の/助詞', '証/アカシ/証/名詞', '據/據/據/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞', 'と/ト/と/助詞', 'か/カ/か/助詞', 'や/ヤ/や/助詞']","[27, 43, 4771, 4772, 18, 4773, 4774, 18, 47, 67, 27, 19]"
1959,しじみ蝶とまりてげんのしょうこかな,"['蜆/シジミ/しじみ/名詞', '蝶/チョー/蝶/名詞', 'とまる/トマル/とまる/動詞', 'て/テ/て/助詞', 'げんのしょうこ/ゲンノショウコ/げんのしょうこ/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[4775, 1445, 860, 39, 4776, 27, 28]"
1960,雲とんで雨呼ぶげんのしょうこかな,"['雲/クモ/雲/名詞', 'と/ト/と/助詞', 'で/デ/んで/接続詞', '雨/アメ/雨/名詞', '呼ぶ/ヨブ/呼ぶ/動詞', 'げんのしょうこ/ゲンノショウコ/げんのしょうこ/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[419, 67, 4777, 103, 3851, 4776, 27, 28]"
1961,おほばこの花ふみ行きぬ畑の畦,"['御/オ/お/接頭辞', 'ほ/ホ/ほ/名詞', 'ば/バ/ば/助詞', '此の/コノ/この/連体詞', '花/ハナ/花/名詞', '踏む/フム/ふむ/動詞', '行く/ユク/行く/動詞', 'ず/ズ/ぬ/助動詞', '畑/ハタケ/畑/名詞', 'の/ノ/の/助詞', '畦/アゼ/畦/名詞']","[5, 4150, 4, 869, 47, 3705, 448, 70, 596, 18, 2239]"
1962,踏まれつつ車前草花を了りけり,"['踏む/フム/踏む/動詞', 'れる/レル/れる/助動詞', 'つつ/ツツ/つつ/助詞', '車前草/オーバコ/車前草/名詞', '花/ハナ/花/名詞', 'を/ヲ/を/助詞', '終わる/オワル/了る/動詞', 'けり/ケリ/けり/助動詞']","[538, 222, 2020, 4778, 47, 31, 4779, 301]"
1963,車前草の花やでこぼこ道愛す,"['車前草/オーバコ/車前草/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞', 'や/ヤ/や/助詞', '凸凹/オートツ/でこぼこ/名詞', '道/ミチ/道/名詞', '愛する/アイスル/愛す/動詞']","[4778, 18, 47, 19, 4780, 1576, 762]"
1964,ちるときの心やすさよ米嚢花,"['散る/チル/ちる/動詞', '時/トキ/とき/名詞', 'の/ノ/の/助詞', '心安い/ココロヤスイ/心やすい/形容詞', 'さ/サ/さ/接尾辞', 'よ/ヨ/よ/助詞', '米嚢花/ベーノーハナ/米嚢花/名詞']","[506, 460, 18, 4781, 403, 184, 4782]"
1965,二三本芥子作りけり弱法師,"['23/ニジューサン/二三/名詞', '本/ホン/本/接尾辞', '芥子/カラシ/芥子/名詞', '作り/ツクリ/作り/名詞', 'けり/ケリ/けり/助動詞', '弱/ジャク/弱/名詞', '法師/ホーシ/法師/名詞']","[535, 1065, 3522, 4636, 301, 4783, 1349]"
1966,僧になる子の美しや芥子の花,"['僧/ソー/僧/名詞', 'に/ニ/に/助詞', '成る/ナル/なる/動詞', '子/コ/子/名詞', 'の/ノ/の/助詞', '美しい/ウツクシイ/美しい/形容詞', 'や/ヤ/や/助詞', '芥子/カラシ/芥子/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞']","[1181, 21, 587, 541, 18, 4784, 19, 3522, 18, 47]"
1967,罌粟咲けばまぬがれがたく病みにけり,"['罌粟/ゲシ/罌粟/名詞', '咲く/サク/咲く/動詞', 'ば/バ/ば/助詞', '免れる/マヌカレル/まぬがれる/動詞', '難い/カタイ/がたい/接尾辞', '病む/ヤム/病む/動詞', 'ぬ/ヌ/ぬ/助動詞', 'けり/ケリ/けり/助動詞']","[4785, 368, 4, 1461, 4786, 4787, 1248, 301]"
1968,海士の顔先見らるゝやけしの花,"['海士/アマ/海士/名詞', 'の/ノ/の/助詞', '顔/カオ/顔/名詞', '先見/センケン/先見/名詞', 'られる/ラレル/らる/助動詞', 'や/ヤ/や/助詞', 'けし/ケシ/けし/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞']","[2757, 18, 486, 4788, 916, 19, 2382, 18, 47]"
1969,ネクタイを結ぶときふと罌粟赤し,"['ネクタイ/ネクタイ/ネクタイ/名詞', 'を/ヲ/を/助詞', '結ぶ/ムスブ/結ぶ/動詞', '時/トキ/とき/名詞', 'ふと/フト/ふと/副詞', '罌粟/ゲシ/罌粟/名詞', '赤い/アカイ/赤し/形容詞']","[4789, 31, 4790, 460, 3184, 4785, 551]"
1970,罌粟ひらく髪の先まで寂しきとき,"['罌粟/ゲシ/罌粟/名詞', '開く/ヒラク/ひらく/動詞', '髪/カミ/髪/名詞', 'の/ノ/の/助詞', '先/サキ/先/名詞', 'まで/マデ/まで/助詞', '寂/サビ/寂/名詞', 'しき/シキ/しき/助詞', '時/トキ/とき/名詞']","[4785, 797, 987, 18, 1330, 974, 529, 282, 460]"
1971,美しい皺を見せけりけしの花,"['美しい/ウツクシイ/美しい/形容詞', '皺/シワ/皺/名詞', 'を/ヲ/を/助詞', '見せる/ミセル/見せる/動詞', 'けり/ケリ/けり/助動詞', 'けし/ケシ/けし/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞']","[4784, 659, 31, 642, 301, 2382, 18, 47]"
1972,ちり際は風もたのまずけしの花,"['ちり/チリ/ちり/名詞', '際/サイ/際/名詞', 'は/ワ/は/助詞', '風/カゼ/風/名詞', 'も/モ/も/助詞', '頼む/タノム/たのむ/動詞', 'ず/ズ/ず/助動詞', 'けし/ケシ/けし/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞']","[3352, 4791, 43, 186, 11, 4792, 3, 2382, 18, 47]"
1973,掃庭やこほれたまゝにけしの花,"['掃庭/掃庭/掃庭/名詞', 'や/ヤ/や/助詞', 'こほ/コホ/こほ/副詞', 'れる/レル/れる/助動詞', 'た/タ/た/助動詞', '侭/ママ/まま/名詞', 'に/ニ/に/助詞', 'けし/ケシ/けし/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞']","[4793, 19, 4794, 222, 188, 374, 21, 2382, 18, 47]"
1974,相ゆれてひなげしの花二つかな,"['相/ソー/相/接頭辞', '揺れる/ユレル/ゆれる/動詞', 'て/テ/て/助詞', '雛芥子/ヒナゲシ/ひなげし/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞', '2/ニ/二/名詞', 'つ/ツ/つ/接尾辞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[2227, 3426, 39, 4795, 18, 47, 114, 181, 27, 28]"
1975,陽に倦みてひな罌粟いよよくれなゐに,"['陽/ヒ/陽/名詞', 'に/ニ/に/助詞', '倦む/ウム/倦む/動詞', 'て/テ/て/助詞', 'ひな/ヒナ/ひな/名詞', '罌粟/ゲシ/罌粟/名詞', '居る/イル/いる/動詞', 'よ/ヨ/よ/助詞', '紅/ベニ/くれなゐ/名詞', 'に/ニ/に/助詞']","[3346, 21, 2571, 39, 2564, 4785, 2266, 184, 3094, 21]"
1976,雛芥子は美しけれど妹恋し,"['雛芥子/ヒナゲシ/雛芥子/名詞', 'は/ワ/は/助詞', '美しい/ウツクシイ/美しい/形容詞', 'ど/ド/ど/助詞', '妹/イモート/妹/名詞', '恋/コイ/恋/名詞', '為る/ナル/する/動詞']","[4796, 43, 4784, 123, 61, 458, 16]"
1977,花散りてうなづく芥子の坊主かな,"['花/ハナ/花/名詞', '散る/チル/散る/動詞', 'て/テ/て/助詞', '頷く/ウナズク/うなづく/動詞', '芥子/カラシ/芥子/名詞', 'の/ノ/の/助詞', '坊主/ボーズ/坊主/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[47, 757, 39, 4797, 3522, 18, 4798, 27, 28]"
1978,夕暮やけしの坊主の又殖ゆる,"['夕暮れ/ユーグレ/夕暮/名詞', 'や/ヤ/や/助詞', 'けし/ケシ/けし/名詞', 'の/ノ/の/助詞', '坊主/ボーズ/坊主/名詞', 'の/ノ/の/助詞', '又/マタ/又/接続詞', '殖/フエ/殖/名詞', '揺る/ユル/ゆる/動詞']","[4799, 19, 2382, 18, 4798, 18, 2801, 4800, 880]"
1979,夕風の夏吹きぬけし罌粟坊主,"['夕風/ユーカゼ/夕風/名詞', 'の/ノ/の/助詞', '夏/ナツ/夏/名詞', '吹く/フク/吹く/動詞', '抜ける/ヌケル/ぬける/動詞', 'き/キ/き/助動詞', '罌粟/ゲシ/罌粟/名詞', '坊主/ボーズ/坊主/名詞']","[2894, 18, 3070, 1094, 1588, 82, 4785, 4798]"
1980,青春が晩年の子規芥子坊主,"['青春/セーシュン/青春/名詞', 'が/ガ/が/助詞', '晩年/バンネン/晩年/名詞', 'の/ノ/の/助詞', '子規/シキ/子規/名詞', '芥子/カラシ/芥子/名詞', '坊主/ボーズ/坊主/名詞']","[4801, 106, 4802, 18, 4803, 3522, 4798]"
1981,点筆のあした夕や芥子坊主,"['点/テン/点/名詞', '筆/フデ/筆/接尾辞', 'の/ノ/の/助詞', '明日/アシタ/あした/名詞', '夕/ユー/夕/名詞', 'や/ヤ/や/助詞', '芥子/カラシ/芥子/名詞', '坊主/ボーズ/坊主/名詞']","[4804, 4805, 18, 73, 1104, 19, 3522, 4798]"
1982,窓開く鉄線の花咲きわたり,"['窓/マド/窓/名詞', '開く/ヒラク/開く/動詞', '鉄線/テッセン/鉄線/名詞', 'の/ノ/の/助詞', '花咲き/ハナザキ/花咲き/名詞', '渡り/ワタリ/わたり/名詞']","[55, 1096, 4806, 18, 638, 2866]"
1983,鉄線花馬蹄の音のさしかゝる,"['鉄線花/テッセンハナ/鉄線花/名詞', '馬蹄/バテー/馬蹄/名詞', 'の/ノ/の/助詞', '音/オト/音/名詞', 'の/ノ/の/助詞', 'さす/サス/さす/動詞', '掛かる/カカル/かかる/動詞']","[4807, 4808, 18, 315, 18, 721, 758]"
1984,咲バふる雨のきたいか鉄線花,"['咲き/サキ/咲/名詞', 'バ/バ/バ/名詞', 'ふる/フル/ふる/動詞', '雨/アメ/雨/名詞', 'の/ノ/の/助詞', '期待/キタイ/きたい/名詞', 'か/カ/か/助詞', '鉄線花/テッセンハナ/鉄線花/名詞']","[662, 4809, 299, 103, 18, 4810, 27, 4807]"
1985,すひかづら今来し蝶も垂れ下り,"['す/ス/す/接頭辞', 'ひく/ヒク/ひく/動詞', '辛い/ツライ/づらい/接尾辞', '今来/コンライ/今来/副詞', '為る/ナル/する/動詞', '蝶/チョー/蝶/名詞', 'も/モ/も/助詞', '垂れる/シダレル/垂れる/動詞', '下がる/サガル/下る/動詞']","[3541, 438, 4811, 4812, 16, 1445, 11, 1594, 4813]"
1986,蚊の声す忍冬の花の散るたびに,"['蚊/カ/蚊/名詞', 'の/ノ/の/助詞', '声/コエ/声/名詞', '為る/ナル/す/動詞', '忍冬/スイカズラ/忍冬/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞', 'の/ノ/の/助詞', '散る/チル/散る/動詞', '度/ド/たび/名詞', 'に/ニ/に/助詞']","[2802, 18, 148, 630, 4814, 18, 47, 18, 757, 394, 21]"
1987,忍冬咲く故蜂にさされたる,"['忍冬/スイカズラ/忍冬/名詞', '咲く/サク/咲く/動詞', '故/コ/故/接頭辞', '蜂/ハチ/蜂/名詞', 'に/ニ/に/助詞', 'さす/サス/さす/動詞', 'れる/レル/れる/助動詞', 'たり/タリ/たり/助動詞']","[4814, 368, 4815, 4816, 21, 721, 222, 33]"
1988,足許にゆふぐれながき韮の花,"['足元/アシモト/足許/名詞', 'に/ニ/に/助詞', '夕暮れ/ユーグレ/ゆふぐれ/名詞', 'だ/ダ/だ/助動詞', 'がき/ガキ/がき/名詞', '韮/ニラ/韮/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞']","[4817, 21, 4723, 9, 4818, 2045, 18, 47]"
1989,人去つて風残りけり韮の花,"['人/ヒト/人/名詞', '去る/サル/去る/動詞', 'て/テ/て/助詞', '風/カゼ/風/名詞', '残り/ノコリ/残り/名詞', 'けり/ケリ/けり/助動詞', '韮/ニラ/韮/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞']","[210, 781, 39, 186, 4819, 301, 2045, 18, 47]"
1990,韮の花田舎育ちの妻よけれ,"['韮/ニラ/韮/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞', '田舎/イナカ/田舎/名詞', '育ち/ソダチ/育ち/名詞', 'の/ノ/の/助詞', '妻/ツマ/妻/名詞', '良い/ヨイ/よい/形容詞']","[2045, 18, 47, 4820, 4821, 18, 311, 2378]"
1991,花つけて野蒜の先ややゝたわむ,"['花/ハナ/花/名詞', 'つける/ツケル/つける/動詞', 'て/テ/て/助詞', '野蒜/ノビル/野蒜/名詞', 'の/ノ/の/助詞', '先/サキ/先/名詞', 'や/ヤ/や/助詞', 'やや/ヤヤ/やや/副詞', '撓む/タワム/たわむ/動詞']","[47, 1074, 39, 2039, 18, 1330, 19, 2160, 4822]"
1992,樋水ます雨にはなさく野蒜かな,"['樋水/トイスイ/樋水/名詞', 'ます/マス/ます/助動詞', '雨/アメ/雨/名詞', 'に/ニ/に/助詞', '鼻鼻/ハナハナ/はな/名詞', 'さく/サク/さく/名詞', '野蒜/ノビル/野蒜/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[4823, 3632, 103, 21, 4824, 2891, 2039, 27, 28]"
1993,花野蒜引きし心の淡さかな,"['花/ハナ/花/名詞', '野蒜/ノビル/野蒜/名詞', '引き/ビキ/引き/名詞', '為る/ナル/する/動詞', '心/ココロ/心/名詞', 'の/ノ/の/助詞', '淡い/アワイ/淡い/形容詞', 'さ/サ/さ/接尾辞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[47, 2039, 4825, 16, 94, 18, 2590, 403, 27, 28]"
1994,梢より放つ光やしゆろの花,"['梢/コズエ/梢/名詞', 'より/ヨリ/より/助詞', '放つ/ハナツ/放つ/動詞', '光/ヒカリ/光/名詞', 'や/ヤ/や/助詞', 'しゆ/シユ/しゆ/名詞', 'ろ/ロ/ろ/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞']","[2656, 183, 2701, 723, 19, 4826, 4827, 18, 47]"
1995,棕櫚の花こぼるゝまゝに掃きもせず,"['棕櫚/シュロ/棕櫚/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞', 'っこ/ッコ/こ/接尾辞', 'ぼる/ボル/ぼる/動詞', 'り/リ/り/助動詞', '侭/ママ/まま/名詞', 'に/ニ/に/助詞', '掃く/ハク/掃く/動詞', 'も/モ/も/助詞', '為る/ナル/する/動詞', 'ず/ズ/ず/助動詞']","[4828, 18, 47, 492, 4697, 41, 374, 21, 1040, 11, 16, 3]"
1996,棕櫚さきて夕雲星をはるかにす,"['棕櫚/シュロ/棕櫚/名詞', '先/サキ/さき/名詞', 'って/ッテ/て/助詞', '夕雲/ユークモ/夕雲/名詞', '星/ホシ/星/名詞', 'を/ヲ/を/助詞', '遥か/ハルカ/はるか/形状詞', 'だ/ダ/だ/助動詞', '為る/ナル/す/動詞']","[4828, 485, 275, 4074, 644, 31, 605, 9, 630]"
1997,殿づくり並びてゆゝし桐の花,"['殿作り/シンガリズクリ/殿づくり/名詞', '並ぶ/ナラブ/並ぶ/動詞', 'て/テ/て/助詞', '由々しい/ユユシイ/ゆゆし/形容詞', '桐/キリ/桐/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞']","[100, 1574, 39, 1215, 4829, 18, 47]"
1998,桐の花石積む毎に沈む舟,"['桐/キリ/桐/名詞', 'の/ノ/の/助詞', '花石/ハナイシ/花石/名詞', '積む/ツム/積む/動詞', '毎/マイ/毎/接尾辞', 'に/ニ/に/助詞', '沈む/シズム/沈む/動詞', '舟/フネ/舟/名詞']","[4829, 18, 4830, 4831, 4832, 21, 378, 513]"
